sea bay;river;catch year;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14
taui bay;ola;2006;-0,047749;0,002597;-0,012342;0,004701;0,018658;-0,016576;-0,016004;-0,000129;0,007167;0,007589;0,003812;-0,000696;-0,005469;-0,001407
taui bay;ola;2006;-0,005608;0,022515;-0,044355;0,013870;0,013002;-0,010732;-0,032560;-0,000966;0,001250;0,004207;0,001074;-0,004305;0,006050;-0,010608
taui bay;ola;2006;0,016201;0,000330;-0,068346;-0,021335;-0,018015;0,000530;-0,007346;0,011069;-0,004824;0,014436;-0,005983;0,005812;0,010727;0,000180
taui bay;ola;2006;-0,032320;0,053102;0,003270;-0,010954;-0,011636;0,021333;-0,032154;0,008262;-0,007691;0,003558;-0,006832;0,025042;0,010606;0,006469
taui bay;ola;2006;0,002659;0,053709;-0,015243;-0,013609;-0,027176;-0,008254;0,002265;0,007768;-0,000863;0,021406;0,013831;0,008035;-0,024676;0,013438
taui bay;taui;2006;-0,023929;-0,033247;0,006136;-0,006405;0,017771;0,011301;-0,001897;0,007343;0,006661;-0,023765;0,002138;-0,000858;0,008658;-0,010510
taui bay;taui;2006;-0,029375;0,001829;0,002466;-0,009570;0,031500;0,032533;-0,022599;0,017159;0,003695;-0,043795;-0,012131;-0,029235;0,024526;-0,011041
taui bay;taui;2006;-0,069782;-0,041360;0,000037;0,024731;0,014636;0,004156;0,024128;-0,026190;-0,014489;0,005905;-0,013105;0,005941;0,018126;0,006633
taui bay;taui;2006;0,008287;-0,032463;-0,007098;0,021393;-0,015323;-0,043694;-0,001216;0,025495;-0,021121;-0,005385;0,022399;0,009284;-0,004938;-0,011770
taui bay;taui;2006;-0,070114;-0,016233;0,022749;0,004212;-0,021147;0,020378;-0,025365;0,012899;-0,004420;0,007154;-0,006164;0,006341;0,017597;-0,004238
taui bay;taui;2006;-0,045436;-0,037949;-0,034623;-0,042525;0,021876;0,032857;-0,004183;-0,005793;0,006045;0,003560;0,019196;0,006713;-0,025801;0,008318
taui bay;taui;2006;0,067912;0,065895;-0,050469;-0,052147;-0,014088;0,007223;-0,008332;-0,026412;0,027712;-0,005529;0,007375;-0,016502;0,006012;-0,009065
taui bay;taui;2006;-0,019219;-0,055079;0,012059;0,011484;-0,000337;-0,022557;-0,000751;-0,002267;-0,011294;-0,026609;0,001936;-0,009393;0,017990;0,003214
taui bay;taui;2006;0,024668;-0,016689;-0,033697;0,003935;-0,001779;0,020499;0,005677;-0,005126;0,007103;0,010832;-0,006460;-0,008661;-0,001373;-0,004358
taui bay;taui;2006;-0,086602;-0,057622;-0,019585;-0,051905;-0,036949;0,074385;0,036583;-0,013160;0,024113;-0,009285;-0,010713;0,002017;0,008531;-0,025656
taui bay;taui;2006;0,016200;0,012270;-0,004405;-0,002444;-0,026668;0,034518;-0,003415;0,008471;-0,006630;0,000729;-0,028168;0,013398;0,013856;-0,017009
taui bay;taui;2006;-0,017943;-0,054068;0,008495;0,001548;-0,000153;0,023088;-0,036742;0,029733;0,002496;-0,009384;0,019316;-0,014060;-0,011243;-0,005244
taui bay;taui;2006;0,002739;-0,006318;-0,070161;0,001187;0,003768;0,018044;-0,011817;0,027386;0,004236;-0,012738;-0,002248;0,004149;0,012884;-0,024953
taui bay;taui;2006;-0,064073;0,032263;-0,018078;0,043139;0,013584;-0,000427;-0,006830;0,005480;0,008960;-0,007026;-0,004491;0,007394;0,022800;0,002339
taui bay;taui;2006;0,091468;0,009741;-0,019765;0,016186;-0,002934;0,018256;-0,010802;0,013998;-0,023485;-0,018780;0,003884;0,013692;0,004063;-0,002653
taui bay;taui;2006;-0,012042;0,012173;-0,032160;0,000421;-0,022068;-0,002977;-0,008469;-0,013487;-0,020921;-0,029198;-0,001617;0,008938;0,014237;-0,004527
taui bay;taui;2006;-0,051103;-0,037686;0,002624;0,003496;-0,004613;-0,011932;0,004025;-0,042077;-0,004231;-0,019514;0,006994;0,003705;0,003203;0,007849
taui bay;taui;2006;0,005032;-0,031294;-0,016014;0,035240;0,019556;-0,009682;0,023548;-0,010535;0,001576;0,001591;-0,004611;-0,008300;0,000426;-0,001984
taui bay;taui;2006;-0,001375;-0,028983;-0,029132;0,006326;0,049960;0,004710;0,003802;-0,020465;0,007799;0,005698;0,005213;-0,012312;-0,007455;-0,007292
taui bay;taui;2006;0,008223;-0,016733;-0,016755;-0,000756;-0,011757;0,018569;-0,011177;0,027564;-0,007686;0,004360;0,012647;-0,001787;0,008647;0,012803
taui bay;taui;2006;-0,021415;0,019635;-0,005509;-0,009410;-0,028070;-0,022133;0,005086;0,013732;0,007214;0,016710;0,002495;0,021729;-0,005149;0,009884
taui bay;taui;2006;0,000378;0,041353;-0,030738;-0,015939;-0,023838;0,045221;-0,012069;-0,021770;-0,011789;0,000665;-0,008718;0,001292;-0,012134;-0,005834
taui bay;taui;2006;0,017574;-0,042517;0,021664;0,023963;0,003472;0,045626;-0,002776;0,019907;-0,006945;-0,007147;-0,000591;-0,009691;-0,009496;0,011263
taui bay;taui;2006;0,005215;-0,026181;-0,027059;-0,007294;0,003521;0,010978;-0,019831;0,009550;0,002102;0,012241;0,007760;0,011479;-0,009370;0,007000
taui bay;taui;2006;-0,036186;-0,028164;-0,040065;-0,022260;0,002142;-0,002218;-0,027416;-0,021830;-0,005180;0,010827;-0,025400;0,014616;-0,003743;0,003712
taui bay;taui;2006;0,001935;-0,046785;-0,044262;-0,006170;-0,025255;0,006001;-0,007716;0,018027;-0,003210;0,015479;-0,001935;0,008299;-0,002978;-0,004584
taui bay;taui;2006;-0,037615;0,075477;0,022827;0,021381;-0,030730;-0,019089;0,038638;-0,018532;0,006018;-0,023358;0,009911;-0,031336;-0,006567;-0,017692
taui bay;taui;2006;-0,002345;-0,016958;0,024440;-0,016527;0,007398;0,023924;-0,040145;0,006417;0,002351;-0,008553;-0,024684;-0,018208;0,019077;0,007000
taui bay;taui;2006;0,021039;-0,064746;-0,020390;0,006202;-0,017313;-0,010552;0,006679;-0,010752;-0,014428;-0,003572;0,007979;-0,004957;-0,003351;0,018160
taui bay;taui;2006;-0,000140;-0,049942;0,025319;0,016847;-0,005930;-0,006771;-0,021173;0,019774;0,006269;-0,004173;-0,007417;-0,017102;-0,013077;0,007844
shelikhova bay;tumany;2007;0,023061;-0,005948;0,026194;0,011984;-0,018779;-0,014153;0,007252;-0,006385;-0,013147;-0,016657;0,009985;0,008239;-0,012244;-0,030532
shelikhova bay;tumany;2007;-0,003723;-0,000830;0,007926;0,013175;-0,019374;0,000815;-0,016437;0,001648;0,004167;0,006653;-0,014992;0,005347;0,020220;-0,004475
shelikhova bay;tumany;2007;0,098764;0,004448;-0,033754;-0,012005;0,024552;-0,023979;-0,040141;-0,016994;-0,004713;-0,013683;0,002761;0,002925;-0,007428;-0,005508
shelikhova bay;tumany;2007;-0,034919;-0,039530;-0,004838;-0,013092;0,003642;-0,036955;0,017244;0,002935;0,021790;0,016771;0,009958;0,025672;-0,010431;-0,013502
shelikhova bay;tumany;2007;-0,013621;0,017450;0,078006;-0,021570;0,026399;-0,019411;-0,026129;-0,013647;0,057740;0,022566;0,008183;0,005404;0,037802;-0,012820
shelikhova bay;tumany;2007;-0,008058;0,024673;0,015666;0,008265;0,001966;0,009953;-0,005101;0,006907;0,009754;0,010667;-0,000062;-0,009341;-0,006663;0,017862
shelikhova bay;tumany;2007;0,003098;-0,121172;0,050166;-0,037958;-0,009741;-0,020561;0,001922;0,033535;0,002522;0,004484;0,012992;-0,017303;0,018819;-0,025976
shelikhova bay;tumany;2007;0,079266;0,009169;-0,004399;0,000555;-0,002327;-0,006545;0,001136;0,021691;0,003613;0,018646;0,005618;0,008066;-0,000702;0,018451
shelikhova bay;tumany;2007;-0,002386;0,020309;-0,018653;0,011605;-0,016883;-0,011433;-0,028305;-0,017436;-0,023877;-0,004640;-0,009665;0,000950;-0,007181;-0,013131
shelikhova bay;tumany;2007;-0,026130;-0,017163;0,012036;0,035828;0,027419;-0,006296;0,004725;-0,029647;0,020486;-0,002983;0,010024;-0,012690;-0,005042;0,011862
shelikhova bay;tumany;2007;-0,001825;-0,001217;0,056989;-0,007724;-0,004299;-0,020692;0,005634;-0,035685;0,021384;0,022061;0,013600;-0,004930;-0,000688;0,014065
shelikhova bay;tumany;2007;-0,002816;0,148928;-0,019756;0,007223;0,023080;-0,008839;-0,024585;0,024231;0,010253;-0,021270;-0,004176;0,000250;-0,022993;-0,002718
shelikhova bay;tumany;2007;0,009216;0,025707;-0,004308;-0,055693;0,003661;-0,019561;0,017420;0,024085;0,025252;0,026523;0,001166;-0,001576;0,039168;0,016166
shelikhova bay;tumany;2007;0,105809;0,045841;-0,013190;0,008571;0,014283;0,005603;0,004942;0,014051;0,012304;-0,016228;0,013227;0,004142;-0,019598;-0,000380
shelikhova bay;tumany;2007;-0,032576;-0,018555;-0,017934;-0,012895;-0,016497;0,038770;0,012991;0,005932;0,003438;0,008398;0,002322;-0,018106;0,002645;0,007141
shelikhova bay;tumany;2007;0,024582;0,024171;-0,003739;0,018782;0,000014;-0,002389;0,006402;-0,017699;-0,004141;0,006339;0,006129;0,004298;0,006586;-0,002998
shelikhova bay;tumany;2007;0,044295;-0,008274;0,027174;0,004451;-0,000534;0,009462;-0,021403;-0,012268;-0,013232;-0,001092;0,013466;-0,011060;-0,005390;0,004877
shelikhova bay;tumany;2007;0,031768;-0,017012;0,074614;0,005015;-0,025071;0,000873;-0,041871;0,002081;0,012946;0,005523;-0,023824;0,013443;-0,005792;0,000412
shelikhova bay;tumany;2007;0,031837;0,015144;0,001363;-0,035438;0,011937;-0,013268;0,004606;0,039960;-0,010897;0,005473;-0,037276;0,001281;-0,025542;-0,006575
shelikhova bay;yama;2007;-0,068131;-0,018391;0,016511;0,029785;0,012269;-0,008613;-0,000399;-0,006959;0,000237;0,022089;0,004623;0,001012;-0,001771;0,013957
shelikhova bay;yama;2007;-0,026115;-0,064241;-0,013215;0,018651;-0,020183;-0,020398;0,023165;0,013856;-0,004502;-0,015142;0,012497;0,009316;0,004526;-0,002178
shelikhova bay;yama;2007;0,042838;0,013659;-0,012824;0,007289;-0,013486;-0,003502;-0,025650;0,000716;0,005271;0,001106;0,002463;0,007878;0,008533;-0,014358
shelikhova bay;yama;2007;0,040498;-0,036812;0,058379;0,050990;0,008423;0,009335;0,012084;-0,009546;0,005879;0,014031;-0,008451;-0,011070;-0,006013;0,003932
shelikhova bay;yama;2007;-0,001813;-0,029869;-0,003277;0,033593;0,016369;0,015726;0,010392;0,023695;0,003029;-0,002400;0,004900;-0,007524;-0,006444;-0,001232
shelikhova bay;yama;2007;0,001002;-0,009666;0,010897;0,029093;0,019885;0,014556;0,006990;-0,000733;-0,006784;0,001836;-0,000425;0,007822;-0,019272;0,000578
shelikhova bay;yama;2007;0,059596;0,001608;0,005562;-0,015352;-0,000180;-0,016670;0,003356;-0,011674;0,020983;-0,011611;-0,019662;-0,000860;0,003476;0,012792
shelikhova bay;yama;2007;-0,016150;0,058779;0,060837;-0,006081;-0,005109;-0,004492;0,009746;-0,012577;0,020448;0,016126;-0,018133;0,003227;0,012406;0,004445
shelikhova bay;yama;2007;0,042721;-0,003746;-0,051453;0,013656;-0,014050;0,013395;-0,019778;0,018275;-0,008131;-0,006396;0,013496;-0,007676;0,003943;-0,007656
shelikhova bay;yama;2007;0,078022;-0,062105;0,015258;-0,007799;0,007926;0,008183;0,005320;-0,027476;0,014199;0,005634;-0,011984;-0,017207;0,033938;0,002127
shelikhova bay;yama;2007;0,107573;0,022035;-0,053117;-0,040909;0,030857;-0,011517;-0,010250;0,011275;0,031669;-0,015067;0,001228;0,026310;-0,002063;-0,003662
shelikhova bay;yama;2007;0,010214;0,045429;-0,026109;-0,013910;-0,010910;-0,004275;0,007518;-0,010224;0,005418;-0,000177;0,009890;0,001097;-0,022605;0,018719
shelikhova bay;yama;2007;-0,026369;0,003905;0,032280;0,017337;0,018701;-0,000845;0,022299;-0,005531;-0,018076;0,002912;-0,025412;0,003829;0,007166;-0,017615
shelikhova bay;yama;2007;-0,005318;-0,025629;0,014888;0,004381;0,011566;-0,045057;0,009718;-0,050903;-0,008461;-0,011884;0,006419;-0,004689;-0,002610;-0,005345
shelikhova bay;yama;2007;-0,005071;-0,002313;0,010234;0,000447;0,008595;0,005893;-0,022853;0,012257;-0,010204;0,002644;0,008215;-0,008322;0,007961;0,019017
shelikhova bay;yama;2007;-0,076689;0,039395;-0,043809;0,022054;0,027894;0,015970;-0,000384;0,010970;0,013859;-0,023958;0,006430;-0,006574;0,002209;-0,004505
shelikhova bay;yama;2007;0,041460;0,048845;0,062570;-0,000954;-0,011973;0,016089;-0,015809;-0,035141;-0,002702;0,000550;-0,014498;-0,017474;-0,002827;0,010209
shelikhova bay;yama;2007;-0,018416;-0,003434;0,000518;0,006432;-0,014277;-0,014840;0,008874;-0,000865;0,006177;0,000502;-0,010094;0,010644;0,000236;-0,003913
shelikhova bay;yama;2007;0,019011;0,055859;-0,045516;-0,009681;-0,004573;0,030409;0,031436;0,001747;0,000569;-0,009969;0,008932;0,003449;0,015740;-0,002025
shelikhova bay;yama;2007;0,017990;-0,025859;-0,015057;0,007568;-0,008696;0,000785;-0,010301;-0,017440;-0,013101;0,017126;0,010829;0,004615;-0,013446;-0,004337
shelikhova bay;yama;2007;0,053358;0,011275;0,046234;-0,020598;-0,001114;-0,011445;0,040487;0,006147;-0,008643;0,019602;-0,012188;-0,018089;0,029110;0,010202
shelikhova bay;yama;2007;0,007656;0,058248;0,029746;-0,001468;0,023066;-0,026559;0,023183;0,020379;0,043201;-0,019090;-0,012810;-0,001070;-0,015945;-0,017754
shelikhova bay;yama;2007;0,005914;-0,006521;0,053902;0,021011;-0,012282;0,004376;0,003171;0,007319;0,024626;-0,014055;0,023246;0,004283;-0,013353;-0,005247
shelikhova bay;yama;2007;-0,000432;0,039751;0,033104;0,031676;-0,003097;0,017589;-0,011348;-0,005292;0,008033;0,003918;-0,001196;0,012069;-0,007504;0,005251
shelikhova bay;yama;2007;0,033407;-0,046842;0,004195;-0,012659;0,000021;-0,001426;-0,005482;-0,009821;0,001158;0,019395;-0,004719;-0,009634;-0,014067;0,006315
shelikhova bay;yama;2007;0,056136;-0,021188;0,033084;0,008742;0,027838;-0,025484;-0,000303;-0,014949;0,019169;-0,008308;-0,010570;-0,008454;-0,007192;0,009587
shelikhova bay;yama;2007;0,009482;-0,016223;0,015352;0,013365;-0,001631;0,009735;-0,016668;-0,000220;0,009633;0,004126;0,003463;-0,000982;0,006724;0,005713
shelikhova bay;yama;2007;-0,032353;0,047174;0,012866;-0,016253;-0,048848;0,025045;0,015506;-0,003783;-0,007967;0,005900;-0,013257;-0,003079;0,004630;0,000331
shelikhova bay;yama;2007;0,028029;0,056620;0,029217;0,004238;-0,004437;0,007854;-0,026310;-0,019575;0,005581;-0,002906;-0,006965;0,011661;0,014948;-0,005962
shelikhova bay;yama;2007;-0,094139;0,070985;0,027857;0,005738;0,009067;-0,018829;-0,017870;-0,000132;0,009540;0,009767;0,020828;-0,023316;-0,001367;-0,024567
taui bay;yana;2006;0,035414;-0,008141;-0,028160;0,013748;-0,005356;0,012346;0,004074;0,012057;-0,007524;0,009982;-0,002877;0,017721;0,006918;-0,005918
taui bay;yana;2006;-0,074456;0,026566;0,006439;0,018012;0,025377;0,002975;-0,029299;0,000790;0,009182;-0,008155;0,010412;0,010761;-0,000787;0,004629
taui bay;yana;2006;-0,108201;-0,003393;-0,009040;0,006953;0,029403;0,053336;-0,000124;-0,006656;0,017921;0,002403;-0,014399;-0,018022;0,002213;-0,018270
taui bay;yana;2006;-0,004676;0,036165;0,017851;0,029742;0,008352;-0,025951;-0,005236;0,000643;0,003703;-0,000161;0,009512;0,004184;0,018729;-0,022353
taui bay;yana;2006;-0,004477;-0,055383;0,034845;0,007078;-0,017077;0,019692;-0,009014;0,005854;-0,001685;0,002827;0,001547;-0,003984;0,000678;0,002896
taui bay;yana;2006;0,009311;0,041816;-0,055537;0,006370;-0,017581;0,039356;0,034283;-0,009807;0,009511;-0,018090;0,027624;-0,006294;-0,003293;0,008099
taui bay;yana;2006;-0,041496;0,068094;0,012192;-0,001035;-0,017443;-0,011727;-0,040859;-0,000577;-0,012548;-0,016292;-0,006900;0,009485;0,004988;-0,012344
taui bay;yana;2006;-0,067654;-0,020818;0,045031;-0,012553;0,022743;0,008543;-0,012187;-0,005595;-0,003296;-0,012667;0,036255;-0,012233;-0,009423;0,004250
taui bay;yana;2006;0,042702;-0,027048;-0,011772;0,017076;0,006410;0,010174;-0,007827;-0,013029;0,004151;-0,004343;-0,006377;-0,012107;-0,002696;0,012610
taui bay;yana;2006;-0,002729;-0,042656;-0,013315;0,018681;0,005114;-0,005989;0,026867;0,004533;-0,012613;0,000392;0,007777;0,001782;-0,000091;0,013521
taui bay;yana;2006;-0,005507;-0,014586;-0,004751;0,025389;-0,027479;-0,010281;0,001733;-0,000072;-0,004379;-0,006885;0,025142;-0,004177;0,007130;-0,002434
taui bay;yana;2006;-0,003188;0,046111;-0,011034;-0,003400;-0,005683;-0,013769;-0,029057;-0,001603;-0,009887;0,001292;0,006186;0,000329;-0,008782;-0,001664
taui bay;yana;2006;-0,010947;0,024451;-0,017337;0,032451;-0,009425;0,002595;0,004226;0,034062;0,021086;0,002664;0,019664;-0,005583;-0,008353;-0,003025
taui bay;yana;2006;-0,009862;-0,069673;-0,009532;0,041642;-0,011612;-0,017987;0,032842;-0,020590;-0,020669;-0,023878;0,004201;-0,003419;0,005483;-0,005626
taui bay;yana;2006;0,056685;-0,089473;0,030766;-0,038277;0,000752;-0,018211;-0,002763;0,010829;0,013795;-0,003975;0,004277;-0,008849;-0,013357;-0,005912
taui bay;yana;2006;0,013959;-0,016069;0,010447;0,002060;0,004456;-0,003182;-0,020593;-0,000527;-0,011457;0,004925;-0,008987;-0,005584;-0,005077;0,004503
taui bay;yana;2006;-0,003933;0,054236;0,012377;0,012835;-0,012515;-0,005192;0,000690;-0,010462;-0,001766;0,001692;-0,011376;-0,002284;0,000797;0,005480
taui bay;yana;2006;-0,069495;-0,014561;-0,004059;-0,008723;0,006208;0,018727;-0,031363;0,008122;-0,018377;-0,015854;0,007166;0,015635;-0,004261;0,015051
taui bay;yana;2006;-0,100258;-0,051406;0,024007;-0,017645;-0,012781;-0,025375;-0,005019;0,010600;-0,004322;-0,000400;-0,009098;0,018714;-0,009626;0,019799
taui bay;yana;2006;-0,040902;0,064502;0,018272;-0,011171;-0,061042;0,025557;-0,004640;-0,026633;-0,010701;0,010133;0,019473;-0,013379;0,000242;0,014886
taui bay;yana;2006;-0,023647;0,039974;-0,051983;-0,003320;-0,004507;-0,040921;-0,010983;-0,001012;-0,017299;-0,012085;0,001046;0,007987;-0,002796;-0,003108
taui bay;yana;2006;-0,012940;0,072321;0,053930;-0,043703;-0,010750;0,005252;0,066352;0,002924;0,019033;-0,001524;-0,015723;-0,018233;-0,002746;0,000600
taui bay;yana;2006;-0,034728;0,054032;0,021549;-0,061929;0,000904;-0,016831;0,022259;0,004812;-0,012184;0,024850;-0,027865;-0,027511;-0,023167;-0,012515
taui bay;yana;2006;-0,059058;-0,008050;0,031083;0,016006;0,026754;-0,008667;0,005863;0,010682;0,023367;-0,023384;-0,014733;-0,002488;0,001202;0,001711
taui bay;yana;2006;-0,033202;-0,030927;0,005643;0,010031;0,005956;0,008388;-0,029491;0,001204;0,021087;0,021029;-0,000937;-0,005545;0,011834;-0,020100
taui bay;yana;2006;0,033707;0,007027;-0,024265;0,009031;-0,018789;0,017185;0,000318;-0,002903;0,022946;0,015569;-0,010953;0,006048;-0,002660;-0,021302
taui bay;yana;2006;0,020535;-0,023751;-0,008920;-0,001791;-0,017661;0,010044;0,009274;0,002576;0,005857;0,009387;-0,000964;-0,000217;0,011400;-0,003046
taui bay;yana;2006;-0,053812;0,042887;0,072440;0,024102;-0,028558;-0,001432;0,010500;-0,009762;0,008569;-0,004553;0,011224;0,016336;0,005738;-0,004679
taui bay;yana;2006;0,024936;-0,007415;-0,016733;0,009184;-0,024994;0,004007;-0,003932;-0,002546;-0,023055;-0,010557;-0,006463;-0,003691;-0,009127;-0,010040
taui bay;yana;2006;0,058142;-0,021451;-0,011610;-0,044791;0,010331;-0,011979;0,015272;0,011521;0,019463;0,023405;-0,012335;-0,013055;0,026928;-0,000036
